"Sector","Pillar","Country","Value","Rank"
"Higher Education","Higher education outputs and quality","Chad",28.52623067,95
"Information and Communications Technology","ICT inputs","Chad",15.73936159,136
"Information and Communications Technology","ICT outputs","Chad",5.946427201,136
"Research, Development and Innovation","Innovation in production","Chad",10.42977985,126
"Pre-University Education","Knowledge capital","Chad",5.709791625,136
"Economy","Knowledge competitiveness","Chad",21.20009038,134
"General Enabling Environment","Political and institutional","Chad",17.43563122,132
"Research, Development and Innovation","Research and development","Chad",7.097238068,133
"Research, Development and Innovation","Social innovation","Chad",8.886666667,122
"General Enabling Environment","Socio-economic","Chad",4.92477724,136
"Economy","Economic openness","Chile",43.06056276,65
"Pre-University Education","Educational enabling environment","Chile",63.25968684,48
"Technical and Vocational Education and Training","Features of the labour market","Chile",51.26835165,67
"Economy","Financing and value added","Chile",47.02355022,44
"Technical and Vocational Education and Training","Formation and professional training","Chile",52.3719073,59
"General Enabling Environment","Health and environment","Chile",82.13979751,27
"Higher Education","Higher education inputs","Chile",41.65066176,91
"Higher Education","Higher education outputs and quality","Chile",38.85195518,59
"Information and Communications Technology","ICT inputs","Chile",68.71103644,34
"Information and Communications Technology","ICT outputs","Chile",56.53662988,40
"Research, Development and Innovation","Innovation in production","Chile",25.30238087,69
"Pre-University Education","Knowledge capital","Chile",58.85294221,54
"Economy","Knowledge competitiveness","Chile",60.13063809,26
"General Enabling Environment","Political and institutional","Chile",74.22466227,30
"Research, Development and Innovation","Research and development","Chile",23.96298924,48
"Research, Development and Innovation","Social innovation","Chile",25.46696335,62
"General Enabling Environment","Socio-economic","Chile",59.58167235,63
"Economy","Economic openness","China",51.17178663,35
"Pre-University Education","Educational enabling environment","China",77.63510365,2
"Technical and Vocational Education and Training","Features of the labour market","China",68.46569323,17
"Economy","Financing and value added","China",63.350758,6
"Technical and Vocational Education and Training","Formation and professional training","China",53.78933063,48
"General Enabling Environment","Health and environment","China",73.21659635,67
"Higher Education","Higher education inputs","China",32.98023771,120
"Higher Education","Higher education outputs and quality","China",45.07722452,43
"Information and Communications Technology","ICT inputs","China",55.26823751,78
"Information and Communications Technology","ICT outputs","China",51.1995932,51
"Research, Development and Innovation","Innovation in production","China",53.9168931,18
"Pre-University Education","Knowledge capital","China",49.9904049,86
"Economy","Knowledge competitiveness","China",61.53464089,20
"General Enabling Environment","Political and institutional","China",44.29107347,79
"Research, Development and Innovation","Research and development","China",39.17870651,24
"Research, Development and Innovation","Social innovation","China",57.01984444,3
"General Enabling Environment","Socio-economic","China",56.15925591,72
"Economy","Economic openness","Colombia",42.94864293,67
"Pre-University Education","Educational enabling environment","Colombia",71.4447912,16
"Technical and Vocational Education and Training","Features of the labour market","Colombia",74.74518516,10
"Economy","Financing and value added","Colombia",29.55599469,105
"Technical and Vocational Education and Training","Formation and professional training","Colombia",25.49106246,130
"General Enabling Environment","Health and environment","Colombia",77.34415431,47
"Higher Education","Higher education inputs","Colombia",43.11572177,78
"Higher Education","Higher education outputs and quality","Colombia",39.74666026,56
"Information and Communications Technology","ICT inputs","Colombia",65.61273141,47
"Information and Communications Technology","ICT outputs","Colombia",47.50064526,65
"Research, Development and Innovation","Innovation in production","Colombia",22.36149703,82
"Pre-University Education","Knowledge capital","Colombia",48.44924553,93
"Economy","Knowledge competitiveness","Colombia",45.22902213,76
"General Enabling Environment","Political and institutional","Colombia",40.6543276,87
"Research, Development and Innovation","Research and development","Colombia",22.04042803,54
"Research, Development and Innovation","Social innovation","Colombia",21.13976417,76
"General Enabling Environment","Socio-economic","Colombia",53.86032694,82
"Economy","Economic openness","Congo (Democratic Republic of the)",14.40212986,134
"Pre-University Education","Educational enabling environment","Congo (Democratic Republic of the)",26.60179391,131
"Technical and Vocational Education and Training","Features of the labour market","Congo (Democratic Republic of the)",38.2430596,123
"Economy","Financing and value added","Congo (Democratic Republic of the)",22.32521664,122
"Technical and Vocational Education and Training","Formation and professional training","Congo (Democratic Republic of the)",18.56726546,136
"General Enabling Environment","Health and environment","Congo (Democratic Republic of the)",37.7668542,131
"Higher Education","Higher education inputs","Congo (Democratic Republic of the)",38.46824653,104
"Higher Education","Higher education outputs and quality","Congo (Democratic Republic of the)",27.36504428,100
"Information and Communications Technology","ICT inputs","Congo (Democratic Republic of the)",18.51332787,133
"Information and Communications Technology","ICT outputs","Congo (Democratic Republic of the)",11.4545999,134
"Research, Development and Innovation","Innovation in production","Congo (Democratic Republic of the)",8.479041261,128
"Pre-University Education","Knowledge capital","Congo (Democratic Republic of the)",35.35743176,120
"Economy","Knowledge competitiveness","Congo (Democratic Republic of the)",40.44569872,102
"General Enabling Environment","Political and institutional","Congo (Democratic Republic of the)",12.43859164,134
"Research, Development and Innovation","Research and development","Congo (Democratic Republic of the)",13.99342883,92
"General Enabling Environment","Socio-economic","Congo (Democratic Republic of the)",46.38914312,104
"Economy","Economic openness","Costa Rica",34.43812322,96
"Pre-University Education","Educational enabling environment","Costa Rica",71.76870964,15
"Technical and Vocational Education and Training","Features of the labour market","Costa Rica",53.74913329,52
"Economy","Financing and value added","Costa Rica",35.42579255,84
"Technical and Vocational Education and Training","Formation and professional training","Costa Rica",68.99548556,14
"General Enabling Environment","Health and environment","Costa Rica",85.12740337,10
"Higher Education","Higher education inputs","Costa Rica",47.93012256,58
"Higher Education","Higher education outputs and quality","Costa Rica",43.74454602,45
"Information and Communications Technology","ICT inputs","Costa Rica",59.29869187,67
"Information and Communications Technology","ICT outputs","Costa Rica",53.75949247,46
"Research, Development and Innovation","Innovation in production","Costa Rica",17.939761,96
"Pre-University Education","Knowledge capital","Costa Rica",57.56740438,60
