"Pillar","Subpillar","Country","Value","Rank"
"Higher education outputs and quality","Quality of universities","Venezuela (Bolivarian Republic of)",13.7208750992445,112
"Higher education outputs and quality","Quality of universities","Viet Nam",20.8137358458103,88
"Higher education outputs and quality","Quality of universities","Zimbabwe",10.4012362438634,122
"Higher education outputs and quality","Competency of students","Albania",3.47695316137443,101
"Higher education outputs and quality","Competency of students","Algeria",9.13137433162943,83
"Higher education outputs and quality","Competency of students","Angola",0,123
"Higher education outputs and quality","Competency of students","Armenia",10.4032265574076,79
"Higher education outputs and quality","Competency of students","Australia",73.6841174077759,4
"Higher education outputs and quality","Competency of students","Austria",55.7983432251361,12
"Higher education outputs and quality","Competency of students","Azerbaijan",10.7126178072054,76
"Higher education outputs and quality","Competency of students","Bahrain",57.6039447954088,10
"Higher education outputs and quality","Competency of students","Bangladesh",0.233797374057175,121
"Higher education outputs and quality","Competency of students","Barbados",32.1240571747835,39
"Higher education outputs and quality","Competency of students","Belarus",17.9916499625075,60
"Higher education outputs and quality","Competency of students","Belgium",40.9302039786121,30
"Higher education outputs and quality","Competency of students","Belize",0,123
"Higher education outputs and quality","Competency of students","Benin",16.359460843654,62
"Higher education outputs and quality","Competency of students","Bhutan",0,123
"Higher education outputs and quality","Competency of students","Bolivia (Plurinational State of)",0,123
"Higher education outputs and quality","Competency of students","Botswana",5.55577800540088,94
"Higher education outputs and quality","Competency of students","Brazil",8.45614851917017,85
"Higher education outputs and quality","Competency of students","Brunei Darussalam",29.0607304414309,43
"Higher education outputs and quality","Competency of students","Bulgaria",15.9128459476282,63
"Higher education outputs and quality","Competency of students","Burkina Faso",6.32391284104665,89
"Higher education outputs and quality","Competency of students","Burundi",6.74734612161281,88
"Higher education outputs and quality","Competency of students","Cabo Verde",1.90785920476767,110
"Higher education outputs and quality","Competency of students","Cambodia",0,123
"Higher education outputs and quality","Competency of students","Cameroon",3.16079243877456,103
"Higher education outputs and quality","Competency of students","Canada",56.3865362843742,11
"Higher education outputs and quality","Competency of students","Chad",9.3504749045535,82
"Higher education outputs and quality","Competency of students","Chile",14.0424975862694,70
"Higher education outputs and quality","Competency of students","China",6.18673085311285,92
"Higher education outputs and quality","Competency of students","Colombia",5.72372219308864,93
"Higher education outputs and quality","Competency of students","Congo (Democratic Republic of the)",1.02050935841326,114
"Higher education outputs and quality","Competency of students","Costa Rica",26.3157894736842,48
"Higher education outputs and quality","Competency of students","Croatia",29.9431082478521,42
"Higher education outputs and quality","Competency of students","Cyprus",53.972099970104,13
"Higher education outputs and quality","Competency of students","Czechia",63.4102655838777,8
"Higher education outputs and quality","Competency of students","Côte d'Ivoire",5.059432908092,97
"Higher education outputs and quality","Competency of students","Denmark",46.0940926088384,23
"Higher education outputs and quality","Competency of students","Dominican Republic",4.01864698761523,99
"Higher education outputs and quality","Competency of students","Ecuador",4.44022034787126,98
"Higher education outputs and quality","Competency of students","Egypt",43.7437279762401,26
"Higher education outputs and quality","Competency of students","El Salvador",0.823261011267343,117
"Higher education outputs and quality","Competency of students","Estonia",45.3948238344254,24
"Higher education outputs and quality","Competency of students","Eswatini (Kingdom of)",1.18463078498929,111
"Higher education outputs and quality","Competency of students","Ethiopia",0,123
"Higher education outputs and quality","Competency of students","Finland",37.4589285976838,35
"Higher education outputs and quality","Competency of students","France",52.6954594909847,15
"Higher education outputs and quality","Competency of students","Gambia",0,123
"Higher education outputs and quality","Competency of students","Georgia",23.6029964565945,53
"Higher education outputs and quality","Competency of students","Germany",43.1766679245838,28
"Higher education outputs and quality","Competency of students","Ghana",10.4968388706191,78
"Higher education outputs and quality","Competency of students","Greece",26.3602229453884,47
"Higher education outputs and quality","Competency of students","Guatemala",0,123
"Higher education outputs and quality","Competency of students","Guinea",2.13991060620169,107
"Higher education outputs and quality","Competency of students","Guyana",0.893658627432722,115
"Higher education outputs and quality","Competency of students","Honduras",8.30505633671664,86
"Higher education outputs and quality","Competency of students","Hong Kong, China (SAR)",44.906989281566,25
"Higher education outputs and quality","Competency of students","Hungary",46.9039935601178,21
"Higher education outputs and quality","Competency of students","Iceland",47.5288728735891,20
"Higher education outputs and quality","Competency of students","India",0.308012850358506,120
"Higher education outputs and quality","Competency of students","Indonesia",2.85394602065271,104
"Higher education outputs and quality","Competency of students","Iran (Islamic Republic of)",6.26418219867576,91
"Higher education outputs and quality","Competency of students","Ireland",49.6199403551247,18
"Higher education outputs and quality","Competency of students","Israel",22.2561139672909,55
"Higher education outputs and quality","Competency of students","Italy",46.5739912566592,22
"Higher education outputs and quality","Competency of students","Japan",25.7186104753456,49
"Higher education outputs and quality","Competency of students","Jordan",53.5545637886503,14
"Higher education outputs and quality","Competency of students","Kazakhstan",13.1735104709348,72
"Higher education outputs and quality","Competency of students","Kenya",10.0690780284355,80
"Higher education outputs and quality","Competency of students","Korea (Republic of)",15.7810881146436,66
"Higher education outputs and quality","Competency of students","Kuwait",52.6315789473684,16
"Higher education outputs and quality","Competency of students","Kyrgyzstan",17.681115560108,61
"Higher education outputs and quality","Competency of students","Lao People's Democratic Republic",1.09290902318652,112
